RESOLUTION,PRODUCT,SEVERITY,UPDATED_TIMESTAMP,PLATFORM,RESOLVED_TIMESTAMP,GROUP_NAMES,CREATED_TIMESTAMP,COE_NAMES,EUI_OR_SIB,RESOLUTION_TIME,HOUR_TO_COMPLETION,ON_TIME
Done,BIM 360 Plan,,52:30.0,Backend,52:28.0,WBP - Work Planning & Model Conditioning,45:54.0,Work Breakdown & Planning,,,2136,FALSE
Done,BIM 360 Plan,,52:30.0,Backend,52:28.0,WBP - Work Planning & Model Conditioning,45:54.0,Work Breakdown & Planning,,,2136,FALSE
Done,,,43:45.0,Web,43:42.0,WBP - Work Planning & Model Conditioning,49:30.0,Work Breakdown & Planning,,,4656,FALSE
Done,,,43:45.0,Web,43:42.0,WBP - Work Planning & Model Conditioning,49:30.0,Work Breakdown & Planning,,,4656,FALSE
Done,,,43:45.0,Web,43:42.0,WBP - Work Planning & Model Conditioning,49:30.0,Work Breakdown & Planning,,,4656,FALSE
,,,57:21.0,,,WBP - Work Planning & Model Conditioning,47:26.0,Work Breakdown & Planning,,,,FALSE
,,,57:21.0,,,WBP - Work Planning & Model Conditioning,47:26.0,Work Breakdown & Planning,,,,FALSE
,,,12:56.0,,,WBP - Work Planning & Model Conditioning,48:49.0,Work Breakdown & Planning,,,,FALSE
,,,12:56.0,,,WBP - Work Planning & Model Conditioning,48:49.0,Work Breakdown & Planning,,,,FALSE
,,,44:05.7,Web,,WBP - Work Planning & Model Conditioning,36:10.1,Work Breakdown & Planning,,,,FALSE
,,,44:05.7,Web,,WBP - Work Planning & Model Conditioning,36:10.1,Work Breakdown & Planning,,,,FALSE
,,,50:34.0,Web,,WBP - Work Planning & Model Conditioning,29:14.0,Work Breakdown & Planning,,,,FALSE
,,,50:34.0,Web,,WBP - Work Planning & Model Conditioning,29:14.0,Work Breakdown & Planning,,,,FALSE
,,,50:34.0,Web,,WBP - Work Planning & Model Conditioning,29:14.0,Work Breakdown & Planning,,,,FALSE
,,,50:34.0,Web,,WBP - Work Planning & Model Conditioning,29:14.0,Work Breakdown & Planning,,,,FALSE
,,,08:44.0,Backend,,EI - Infrastructure,56:13.0,Bidding & Risk,,,,FALSE
,,,08:44.0,Backend,,BR - Bidding,56:13.0,Bidding & Risk,,,,FALSE
,,,08:44.0,Backend,,FR - Frameworks,56:13.0,Bidding & Risk,,,,FALSE
,,,08:44.0,Backend,,EI - Infrastructure,56:13.0,Frameworks,,,,FALSE
,,,08:44.0,Backend,,BR - Bidding,56:13.0,Frameworks,,,,FALSE
,,,08:44.0,Backend,,FR - Frameworks,56:13.0,Frameworks,,,,FALSE
,,,08:44.0,Backend,,EI - Infrastructure,56:13.0,Bidding & Risk,,,,FALSE
,,,08:44.0,Backend,,BR - Bidding,56:13.0,Bidding & Risk,,,,FALSE
,,,08:44.0,Backend,,FR - Frameworks,56:13.0,Bidding & Risk,,,,FALSE
,,,08:44.0,Backend,,EI - Infrastructure,56:13.0,Frameworks,,,,FALSE
,,,08:44.0,Backend,,BR - Bidding,56:13.0,Frameworks,,,,FALSE
,,,08:44.0,Backend,,FR - Frameworks,56:13.0,Frameworks,,,,FALSE
,,,08:44.0,Backend,,EI - Infrastructure,56:13.0,Bidding & Risk,,,,FALSE
,,,08:44.0,Backend,,BR - Bidding,56:13.0,Bidding & Risk,,,,FALSE
,,,08:44.0,Backend,,FR - Frameworks,56:13.0,Bidding & Risk,,,,FALSE
,,,08:44.0,Backend,,EI - Infrastructure,56:13.0,Frameworks,,,,FALSE
,,,08:44.0,Backend,,BR - Bidding,56:13.0,Frameworks,,,,FALSE
,,,08:44.0,Backend,,FR - Frameworks,56:13.0,Frameworks,,,,FALSE
Done,Quantify Takeoff,,37:19.0,Web,13:26.0,WBP - Work Planning & Model Conditioning,49:48.0,Work Breakdown & Planning,,,2904,FALSE
Done,Project Settings,,32:43.0,Web,06:19.0,WBP - Work Planning & Model Conditioning,36:26.0,Work Breakdown & Planning,,,5424,FALSE
Done,Project Settings,,32:41.0,Web,14:09.0,WBP - Work Planning & Model Conditioning,38:31.0,Work Breakdown & Planning,,,5424,FALSE
Done,Data Platform,,32:41.0,Web,33:58.0,WBP - Quantification,22:39.0,Work Breakdown & Planning,,,5328,FALSE
Fixed,BIM Data Services,,16:52.0,Backend,14:24.0,B4C - Collaborate,48:59.0,BIM for Construction,,,96,FALSE
Fixed,BIM Data Services,,16:52.0,Backend,14:24.0,B4C - Collaborate,48:59.0,BIM for Construction,,,96,FALSE
,,,33:26.4,"Web,     iOS, Android, Backend",,FC - Field Progress,30:54.9,Field Collaboration,,,,FALSE
,,,33:26.4,"Web,     iOS, Android, Backend",,FC - Field Progress,30:54.9,Field Collaboration,,,,FALSE
,,,33:26.0,Backend,,FC - Field Progress,04:15.1,Field Collaboration,,,,FALSE
Done,Progress Tracking,,45:29.0,Web,31:11.0,FC - Field Progress,42:32.0,Field Collaboration,,,4656,FALSE
Done,Progress Tracking,,45:29.0,Web,31:11.0,FC - Field Progress,42:32.0,Field Collaboration,,,4656,FALSE
Done,Progress Tracking,,45:29.0,Web,31:11.0,FC - Field Progress,42:32.0,Field Collaboration,,,4656,FALSE
Fixed,,P4,29:54.0,Web,,WBP - Work Planning & Model Conditioning,30:29.0,Work Breakdown & Planning,,,,FALSE
Fixed,,P4,29:54.0,Web,,WBP - Work Planning & Model Conditioning,30:29.0,Work Breakdown & Planning,,,,FALSE
Fixed,,P4,29:54.0,Web,,WBP - Work Planning & Model Conditioning,30:29.0,Work Breakdown & Planning,,,,FALSE
Fixed,,P4,29:54.0,Web,,WBP - Work Planning & Model Conditioning,30:29.0,Work Breakdown & Planning,,,,FALSE
Fixed,,P4,29:54.0,Web,,WBP - Work Planning & Model Conditioning,30:29.0,Work Breakdown & Planning,,,,FALSE
Fixed,,P4,29:54.0,Web,,WBP - Work Planning & Model Conditioning,30:29.0,Work Breakdown & Planning,,,,FALSE
Fixed,,P4,29:54.0,Web,,WBP - Work Planning & Model Conditioning,30:29.0,Work Breakdown & Planning,,,,FALSE
Fixed,,P4,29:54.0,Web,,WBP - Work Planning & Model Conditioning,30:29.0,Work Breakdown & Planning,,,,FALSE
Done,,,46:52.0,Web,46:27.0,WBP - Work Planning & Model Conditioning,04:22.0,Work Breakdown & Planning,,,5328,FALSE
Done,,,46:52.0,Web,46:27.0,WBP - Work Planning & Model Conditioning,04:22.0,Work Breakdown & Planning,,,5328,FALSE
Done,,,46:52.0,Web,46:27.0,WBP - Work Planning & Model Conditioning,04:22.0,Work Breakdown & Planning,,,5328,FALSE
Fixed,,P2,02:02.0,Backend,46:26.0,WBP - Work Planning & Model Conditioning,45:25.0,Work Breakdown & Planning,EUI,72,528,FALSE
Fixed,,P2,02:02.0,Backend,46:26.0,WBP - Work Planning & Model Conditioning,45:25.0,Work Breakdown & Planning,EUI,72,528,FALSE
Fixed,,P2,02:02.0,Backend,46:26.0,WBP - Work Planning & Model Conditioning,45:25.0,Work Breakdown & Planning,EUI,72,528,FALSE
Fixed,,P2,02:02.0,Backend,46:26.0,WBP - Work Planning & Model Conditioning,45:25.0,Work Breakdown & Planning,EUI,72,528,FALSE
Fixed,,P2,02:02.0,Backend,46:26.0,WBP - Work Planning & Model Conditioning,45:25.0,Work Breakdown & Planning,EUI,72,528,FALSE
Fixed,,P2,02:02.0,Backend,46:26.0,WBP - Work Planning & Model Conditioning,45:25.0,Work Breakdown & Planning,EUI,72,528,FALSE
Fixed,,P2,02:02.0,Backend,46:26.0,WBP - Work Planning & Model Conditioning,45:25.0,Work Breakdown & Planning,EUI,72,528,FALSE
Fixed,,P2,02:02.0,Backend,46:26.0,WBP - Work Planning & Model Conditioning,45:25.0,Work Breakdown & Planning,EUI,72,528,FALSE
Fixed,,P2,02:02.0,Backend,46:26.0,WBP - Work Planning & Model Conditioning,45:25.0,Work Breakdown & Planning,EUI,72,528,FALSE
Fixed,,P2,02:02.0,Backend,46:26.0,WBP - Work Planning & Model Conditioning,45:25.0,Work Breakdown & Planning,EUI,72,528,FALSE
Fixed,,P2,02:02.0,Backend,46:26.0,WBP - Work Planning & Model Conditioning,45:25.0,Work Breakdown & Planning,EUI,72,528,FALSE
,,,48:35.0,Web,,WBP - Work Planning & Model Conditioning,44:39.0,Work Breakdown & Planning,,,,FALSE
,,,48:35.0,Web,,WBP - Work Planning & Model Conditioning,44:39.0,Work Breakdown & Planning,,,,FALSE
,,,09:10.0,Web,,WBP - Work Planning & Model Conditioning,54:15.0,Work Breakdown & Planning,,,,FALSE
Fixed,,P3,12:31.0,Web,57:49.0,WBP - Work Planning & Model Conditioning,34:57.0,Work Breakdown & Planning,EUI,360,888,FALSE
Fixed,,P3,12:31.0,Web,57:49.0,WBP - Work Planning & Model Conditioning,34:57.0,Work Breakdown & Planning,EUI,360,888,FALSE
Fixed,,P3,12:31.0,Web,57:49.0,WBP - Work Planning & Model Conditioning,34:57.0,Work Breakdown & Planning,EUI,360,888,FALSE
Fixed,,P3,12:31.0,Web,57:49.0,WBP - Work Planning & Model Conditioning,34:57.0,Work Breakdown & Planning,EUI,360,888,FALSE
Fixed,,P3,12:31.0,Web,57:49.0,WBP - Work Planning & Model Conditioning,34:57.0,Work Breakdown & Planning,EUI,360,888,FALSE
Fixed,,P3,12:31.0,Web,57:49.0,WBP - Work Planning & Model Conditioning,34:57.0,Work Breakdown & Planning,EUI,360,888,FALSE
Fixed,,P3,12:31.0,Web,57:49.0,WBP - Work Planning & Model Conditioning,34:57.0,Work Breakdown & Planning,EUI,360,888,FALSE
Done,Quantify Takeoff,,36:35.0,Web,13:28.0,WBP - Work Planning & Model Conditioning,56:04.0,Work Breakdown & Planning,,,2904,FALSE
Done,Quantify Docs and Sheets,,32:40.0,Web,28:53.0,WBP - Work Planning & Model Conditioning,03:47.0,Work Breakdown & Planning,,,5400,FALSE
Done,Quantify Docs and Sheets,,32:40.0,Web,28:53.0,WBP - Work Planning & Model Conditioning,03:47.0,Work Breakdown & Planning,,,5400,FALSE
Done,Project Settings,,32:41.0,Web,32:16.0,WBP - Work Planning & Model Conditioning,02:52.0,Work Breakdown & Planning,,,5376,FALSE
Done,Quantify Home,,32:41.0,Web,35:35.0,WBP - Work Planning & Model Conditioning,04:40.0,Work Breakdown & Planning,,,5328,FALSE
,,,44:05.5,Web,,PY - Precon & Construction,37:10.0,Pype,,,,FALSE
,,,44:05.5,Web,,PY - Precon & Construction,37:10.0,Pype,,,,FALSE
,,,42:46.0,,,,42:46.0,,,,,FALSE
,,,19:44.0,,,FC - Field Progress,56:48.9,Field Collaboration,,,,FALSE
,,,19:44.0,,,FC - Field Progress,56:48.9,Field Collaboration,,,,FALSE
,Progress Tracking,P2,34:04.4,iOS,,FC - Field Progress,42:28.0,Field Collaboration,EUI,72,,FALSE
,Progress Tracking,P2,34:04.4,iOS,,FC - Field Progress,42:28.0,Field Collaboration,EUI,72,,FALSE
,Progress Tracking,P2,34:04.4,iOS,,FC - Field Progress,42:28.0,Field Collaboration,EUI,72,,FALSE
Deferred,Progress Tracking,,45:34.0,,20:09.0,FC - Field Progress,42:39.0,Field Collaboration,,,1824,FALSE
Deferred,Progress Tracking,,45:34.0,,20:09.0,FC - Field Progress,42:39.0,Field Collaboration,,,1824,FALSE
Deferred,Progress Tracking,,45:34.0,,20:09.0,FC - Field Progress,42:39.0,Field Collaboration,,,1824,FALSE
,,,21:06.5,Web,,WBP - Work Planning & Model Conditioning,46:53.7,Work Breakdown & Planning,,,,FALSE
,,,21:06.5,Web,,WBP - Work Planning & Model Conditioning,46:53.7,Work Breakdown & Planning,,,,FALSE
,,,45:00.0,iOS,,WBP - Work Planning & Model Conditioning,29:09.0,Work Breakdown & Planning,,,,FALSE
,,,50:23.4,Web,,WBP - Work Planning & Model Conditioning,45:11.5,Work Breakdown & Planning,,,,FALSE
,,,50:23.4,Web,,WBP - Work Planning & Model Conditioning,45:11.5,Work Breakdown & Planning,,,,FALSE
,,,50:23.4,Web,,WBP - Work Planning & Model Conditioning,45:11.5,Work Breakdown & Planning,,,,FALSE
,,,24:40.5,Web,,WBP - Work Planning & Model Conditioning,34:04.8,Work Breakdown & Planning,,,,FALSE
,,,24:40.5,Web,,WBP - Work Planning & Model Conditioning,34:04.8,Work Breakdown & Planning,,,,FALSE
Done,Quantify Takeoff,,37:05.0,Web,13:22.0,WBP - Work Planning & Model Conditioning,32:20.0,Work Breakdown & Planning,,,2904,FALSE
Done,Quantify Takeoff,,37:24.0,Web,13:24.0,WBP - Work Planning & Model Conditioning,56:35.0,Work Breakdown & Planning,,,2904,FALSE
Done,Quantify Takeoff,,37:41.0,Web,13:23.0,WBP - Work Planning & Model Conditioning,57:09.0,Work Breakdown & Planning,,,2904,FALSE
Done,Project Settings,,32:42.0,Web,09:14.0,WBP - Work Planning & Model Conditioning,37:56.0,Work Breakdown & Planning,,,5424,FALSE
Done,Quantify Takeoff,,32:43.0,Web,17:27.0,WBP - Work Planning & Model Conditioning,38:53.0,Work Breakdown & Planning,,,5424,FALSE
,,,33:26.6,"Web,     iOS, Android, Backend",,FC - Field Progress,39:16.7,Field Collaboration,,,,FALSE
,,,33:26.6,"Web,     iOS, Android, Backend",,FC - Field Progress,39:16.7,Field Collaboration,,,,FALSE
,,,25:01.3,,,FC - Field Progress,55:21.2,Field Collaboration,,,,FALSE
,,,25:01.3,,,CR - Record Consumption,55:21.2,Field Collaboration,,,,FALSE
,,,25:01.3,,,FC - Field Progress,55:21.2,Construction Records,,,,FALSE
,,,25:01.3,,,CR - Record Consumption,55:21.2,Construction Records,,,,FALSE
,,,25:01.3,,,FC - Field Progress,55:21.2,Field Collaboration,,,,FALSE
,,,25:01.3,,,CR - Record Consumption,55:21.2,Field Collaboration,,,,FALSE
,,,25:01.3,,,FC - Field Progress,55:21.2,Construction Records,,,,FALSE
,,,25:01.3,,,CR - Record Consumption,55:21.2,Construction Records,,,,FALSE
,,,19:14.1,"Web,     iOS, Android",,FC - Field Progress,00:34.1,Field Collaboration,,,,FALSE
,,,19:14.1,"Web,     iOS, Android",,FC - Field Progress,00:34.1,Field Collaboration,,,,FALSE
,,,24:30.1,,,FC - Field Progress,34:52.7,Lifecycle,,,,FALSE
,,,24:30.1,,,LM - Asset Lifecycle,34:52.7,Lifecycle,,,,FALSE
,,,24:30.1,,,FC - Field Progress,34:52.7,Field Collaboration,,,,FALSE
,,,24:30.1,,,LM - Asset Lifecycle,34:52.7,Field Collaboration,,,,FALSE
,,,24:30.1,,,FC - Field Progress,34:52.7,Lifecycle,,,,FALSE
,,,24:30.1,,,LM - Asset Lifecycle,34:52.7,Lifecycle,,,,FALSE
,,,24:30.1,,,FC - Field Progress,34:52.7,Field Collaboration,,,,FALSE
,,,24:30.1,,,LM - Asset Lifecycle,34:52.7,Field Collaboration,,,,FALSE
Deferred,Progress Tracking,,42:33.0,,20:21.0,FC - Field Progress,42:33.0,Field Collaboration,,,1824,FALSE
Deferred,Progress Tracking,,42:33.0,,20:21.0,FC - Field Progress,42:33.0,Field Collaboration,,,1824,FALSE
Deferred,Progress Tracking,,42:33.0,,20:21.0,FC - Field Progress,42:33.0,Field Collaboration,,,1824,FALSE
Done,Progress Tracking,,42:24.0,,15:22.0,FC - Field Progress,42:24.0,Field Collaboration,,,1944,FALSE
Done,Progress Tracking,,42:24.0,,15:22.0,FC - Field Progress,42:24.0,Field Collaboration,,,1944,FALSE
Done,Progress Tracking,,42:24.0,,15:22.0,FC - Field Progress,42:24.0,Field Collaboration,,,1944,FALSE
Done,Progress Tracking,,42:42.0,,43:46.0,FC - Field Progress,42:26.0,Field Collaboration,,,2880,FALSE
Done,Progress Tracking,,42:42.0,,43:46.0,FC - Field Progress,42:26.0,Field Collaboration,,,2880,FALSE
Done,Progress Tracking,,42:42.0,,43:46.0,FC - Field Progress,42:26.0,Field Collaboration,,,2880,FALSE
Deferred,Progress Tracking,,44:47.0,,20:07.0,FC - Field Progress,42:30.0,Field Collaboration,,,1824,FALSE
Deferred,Progress Tracking,,44:47.0,,20:07.0,FC - Field Progress,42:30.0,Field Collaboration,,,1824,FALSE
Deferred,Progress Tracking,,44:47.0,,20:07.0,FC - Field Progress,42:30.0,Field Collaboration,,,1824,FALSE
Deferred,Progress Tracking,,44:47.0,,20:07.0,FC - Field Progress,42:30.0,Field Collaboration,,,1824,FALSE
Deferred,Progress Tracking,,44:47.0,,20:07.0,FC - Field Progress,42:30.0,Field Collaboration,,,1824,FALSE
,,,32:49.2,Web,,CS - Data Delivery,40:54.5,Enterprise,,,,FALSE
,,,14:52.0,Web,,CS - Data Delivery,41:15.0,Enterprise,,,,FALSE
,,,14:52.0,Web,,CS - Data Delivery,41:15.0,Enterprise,,,,FALSE
,,,50:15.7,Web,,CS - Data Delivery,42:43.9,Enterprise,,,,FALSE
,,,50:15.7,Web,,CS - Data Delivery,42:43.9,Enterprise,,,,FALSE
,,,38:47.0,Web,,CS - Data Delivery,53:33.0,Enterprise,,,,FALSE
,,,38:47.0,Web,,CS - Data Delivery,53:33.0,Enterprise,,,,FALSE
,,,48:19.0,Web,,CS - Data Delivery,58:26.0,Common Services,,,,FALSE
,,,48:19.0,Web,,CS - Data Delivery,58:26.0,Common Services,,,,FALSE
,,,48:19.0,Web,,CS - Data Delivery,58:26.0,Common Services,,,,FALSE
,,,48:19.0,Web,,CS - Data Delivery,58:26.0,Common Services,,,,FALSE
,,,48:19.0,Web,,CS - Data Delivery,58:26.0,Common Services,,,,FALSE
,,,48:19.0,Web,,CS - Data Delivery,58:26.0,Common Services,,,,FALSE
,,,48:19.0,Web,,CS - Data Delivery,58:26.0,Common Services,,,,FALSE
,,,48:19.0,Web,,CS - Data Delivery,58:26.0,Common Services,,,,FALSE
,,,30:19.0,Backend,,CS - Data Delivery,48:30.0,Enterprise,,,,FALSE
,,,30:19.0,Backend,,CS - Data Delivery,48:30.0,Construction Records,,,,FALSE
,,,42:14.0,,,CS - Data Delivery,54:33.0,Enterprise,,,,FALSE
,,,42:14.0,,,CS - Data Delivery,54:33.0,Enterprise,,,,FALSE
,,,21:18.6,Web,,CS - Data Delivery,37:47.2,Enterprise,,,,FALSE
,,,20:49.0,Web,,CS - Data Delivery,16:27.3,Enterprise,,,,FALSE
,,,36:35.0,"Web,Backend",,CS - Data Delivery,20:43.0,Enterprise,,,,FALSE
,,,07:38.0,Web,,CS - Data Delivery,07:25.0,Common Services,,,,FALSE
,,,07:38.0,Web,,CS - Data Delivery,07:25.0,Common Services,,,,FALSE
,,,53:54.0,Web,,CS - Data Delivery,07:45.0,Common Services,,,,FALSE
,,,53:54.0,Web,,CS - Data Delivery,07:45.0,Common Services,,,,FALSE
,,,53:54.0,Web,,CS - Data Delivery,07:45.0,Common Services,,,,FALSE
,,,53:54.0,Web,,CS - Data Delivery,07:45.0,Common Services,,,,FALSE
,,,08:00.0,Web,,CS - Data Delivery,07:36.0,Common Services,,,,FALSE
,,,08:00.0,Web,,CS - Data Delivery,07:36.0,Common Services,,,,FALSE
,,,30:18.0,Web,,CS - Data Delivery,38:23.0,Enterprise,,,,FALSE
,,,30:18.0,Web,,CS - Data Delivery,38:23.0,Enterprise,,,,FALSE
,,,30:18.0,Web,,CS - Data Delivery,38:23.0,Enterprise,,,,FALSE
,,,34:13.9,Backend,,SI - Infrastructure,47:56.2,Service Infrastructure,,,,FALSE
,,,34:13.9,Backend,,SI - Infrastructure,47:56.2,Service Infrastructure,,,,FALSE
,,,34:14.2,Backend,,SI - Infrastructure,50:05.4,Service Infrastructure,,,,FALSE
,,,34:14.2,Backend,,SI - Infrastructure,50:05.4,Service Infrastructure,,,,FALSE
,,,34:13.5,Backend,,SI - Infrastructure,26:52.2,Service Infrastructure,,,,FALSE
Closed,,,34:32.0,Backend,25:25.0,EI - Infrastructure,11:18.0,Frameworks,,,10728,FALSE
Closed,,,34:32.0,Backend,25:25.0,EI - Infrastructure,11:18.0,Frameworks,,,10728,FALSE
Closed,,,34:32.0,Backend,25:25.0,EI - Infrastructure,11:18.0,Frameworks,,,10728,FALSE
Closed,,,34:32.0,Backend,25:25.0,EI - Infrastructure,11:18.0,Frameworks,,,10728,FALSE
Done,,,27:13.0,,01:45.0,EI - Infrastructure,53:33.0,Frameworks,,,2568,FALSE
Done,,,27:13.0,,01:45.0,EI - Infrastructure,53:33.0,Frameworks,,,2568,FALSE
,Machine Learning,,54:28.0,Web,,INT - Data Solution Acceleration,55:55.0,Intelligence,,,,FALSE
,Locations,,10:08.0,Web,,INT - Data Solution Acceleration,20:38.0,Intelligence,,,,FALSE
,,,16:33.0,Web,,INT - Data Solution Acceleration,30:39.0,Intelligence,,,,FALSE
,,,25:25.0,Web,,BR - Bidding,24:48.0,Intelligence,,,,FALSE
,,,25:25.0,Web,,BR - Bidding,24:48.0,Bidding & Risk,,,,FALSE
,,,25:25.0,Web,,BR - Bidding,24:48.0,Intelligence,,,,FALSE
,,,25:25.0,Web,,BR - Bidding,24:48.0,Bidding & Risk,,,,FALSE
,,,18:10.0,Web,,WBP - Quantification,44:27.0,Work Breakdown & Planning,,,,FALSE
,,,18:10.0,Web,,INT - Data Solution Acceleration,44:27.0,Work Breakdown & Planning,,,,FALSE
,,,18:10.0,Web,,WBP - Quantification,44:27.0,Intelligence,,,,FALSE
,,,18:10.0,Web,,INT - Data Solution Acceleration,44:27.0,Intelligence,,,,FALSE
,,,18:10.0,Web,,WBP - Quantification,44:27.0,Work Breakdown & Planning,,,,FALSE
,,,18:10.0,Web,,INT - Data Solution Acceleration,44:27.0,Work Breakdown & Planning,,,,FALSE
,,,18:10.0,Web,,WBP - Quantification,44:27.0,Intelligence,,,,FALSE
,,,18:10.0,Web,,INT - Data Solution Acceleration,44:27.0,Intelligence,,,,FALSE
,,,22:51.6,Web,,CS - Data Delivery,55:27.9,Enterprise,,,,FALSE
,,,22:51.6,Web,,CS - Data Delivery,55:27.9,Enterprise,,,,FALSE
,,,22:51.6,Web,,CS - Data Delivery,55:27.9,Enterprise,,,,FALSE
,,,22:51.6,Web,,CS - Data Delivery,55:27.9,Enterprise,,,,FALSE
,,,22:51.6,Web,,CS - Data Delivery,55:27.9,Enterprise,,,,FALSE
,,,22:51.6,Web,,CS - Data Delivery,55:27.9,Enterprise,,,,FALSE
,,,48:19.0,Web,,CS - Common Services,11:34.0,Enterprise,,,,FALSE
,,,14:19.0,Web,,CS - Data Delivery,40:03.0,Enterprise,,,,FALSE
,,,14:19.0,Web,,CS - Data Delivery,40:03.0,Enterprise,,,,FALSE
,,,48:20.0,Web,,CS - Common Services,08:24.0,Enterprise,,,,FALSE
,,,48:20.0,Web,,CS - Common Services,08:24.0,Enterprise,,,,FALSE
,,,48:20.0,Web,,CS - Common Services,08:24.0,Enterprise,,,,FALSE
,,,30:06.0,Backend,,CS - Data Delivery,36:49.0,Enterprise,,,,FALSE
,,,31:15.0,Backend,,CS - Data Delivery,20:55.0,Enterprise,,,,FALSE
,,,36:26.0,Web,,CS - Data Delivery,49:02.0,Field Collaboration,,,,FALSE
,,,36:26.0,Web,,CS - Data Delivery,49:02.0,Common Services,,,,FALSE
,,,40:47.0,Web,,CS - Data Delivery,25:04.0,Enterprise,,,,FALSE
,,,40:47.0,Web,,CS - Data Delivery,25:04.0,Enterprise,,,,FALSE
,,,41:14.0,Backend,,CS - Data Delivery,26:38.0,Enterprise,,,,FALSE
,,,08:05.6,Backend,,WBP - Quantification,05:38.6,Enterprise,,,,FALSE
,,,08:05.6,Backend,,CS - Data Delivery,05:38.6,Enterprise,,,,FALSE
,,,20:33.1,Web,,CS - Data Delivery,00:22.7,Enterprise,,,,FALSE
,,,20:40.8,Web,,CS - Data Delivery,57:11.5,Enterprise,,,,FALSE
,,,20:05.6,Web,,CS - Data Delivery,57:27.3,Common Services,,,,FALSE
,,,20:29.1,Web,,CS - Data Delivery,01:28.7,Enterprise,,,,FALSE
,,,35:50.0,Web,,CS - Data Delivery,11:45.0,Enterprise,,,,FALSE
,,,07:38.0,Web,,CS - Data Delivery,06:49.0,Enterprise,,,,FALSE
,,,06:40.0,Web,,CS - Data Delivery,07:29.0,Common Services,,,,FALSE
,,,06:40.0,Web,,CS - Data Delivery,07:29.0,Common Services,,,,FALSE
,,,37:37.0,Backend,,CS - Data Delivery,28:24.0,Enterprise,,,,FALSE
,,,34:13.4,Backend,,SI - Infrastructure,32:15.6,Service Infrastructure,,,,FALSE
Done,Infrastructure,,31:01.0,Backend,37:51.0,EI - Infrastructure,00:19.0,Frameworks,,,3960,FALSE
Done,Infrastructure,,31:01.0,Backend,37:51.0,EI - Infrastructure,00:19.0,Frameworks,,,3960,FALSE
Done,,,33:10.0,Backend,08:46.0,EI - Infrastructure,09:35.0,Frameworks,,,3792,FALSE
Done,,,33:10.0,Backend,08:46.0,EI - Infrastructure,09:35.0,Frameworks,,,3792,FALSE
Done,,,33:10.0,Backend,08:46.0,EI - Infrastructure,09:35.0,Frameworks,,,3792,FALSE
Fixed,,,27:24.0,Backend,41:03.0,EI - Infrastructure,22:04.0,Frameworks,,,120,FALSE
Fixed,,,27:24.0,Backend,41:03.0,EI - Infrastructure,22:04.0,Frameworks,,,120,FALSE
Done,Infrastructure,,33:17.0,Backend,52:21.0,EI - Infrastructure,32:07.0,Frameworks,,,4536,FALSE
Done,Infrastructure,,33:17.0,Backend,52:21.0,EI - Infrastructure,32:07.0,Frameworks,,,4536,FALSE
Done,Infrastructure,,33:17.0,Backend,52:21.0,EI - Infrastructure,32:07.0,Frameworks,,,4536,FALSE
Done,Infrastructure,,33:17.0,Backend,52:21.0,EI - Infrastructure,32:07.0,Frameworks,,,4536,FALSE
,Machine Learning,,10:03.0,Web,,INT - Data Solution Acceleration,04:45.0,Intelligence,,,,FALSE
,,,23:45.0,Web,,INT - Data Solution Acceleration,43:34.0,Intelligence,,,,FALSE
,,,23:45.0,Web,,INT - Data Solution Acceleration,43:34.0,Intelligence,,,,FALSE
,,,55:24.1,,,,55:21.5,,,,,FALSE
,,,10:31.0,Web,,CS - Data Delivery,38:18.0,Enterprise,,,,FALSE
,,,44:29.6,Web,,CS - Data Delivery,30:30.5,Enterprise,,,,FALSE
,,,44:29.6,Web,,CS - Data Delivery,30:30.5,Enterprise,,,,FALSE
,,,20:57.1,,,CS - Data Delivery,22:07.8,Enterprise,,,,FALSE
,,,07:50.0,Web,,CS - Data Delivery,07:46.0,Common Services,,,,FALSE
,,,07:54.0,Web,,CS - Data Delivery,07:44.0,Common Services,,,,FALSE
,,,07:54.0,Web,,CS - Data Delivery,07:44.0,Common Services,,,,FALSE
,,,21:07.2,Web,,CS - Data Delivery,25:25.5,Enterprise,,,,FALSE
,,,34:13.7,Backend,,SI - Infrastructure,45:20.0,Service Infrastructure,,,,FALSE
,,,34:13.7,Backend,,SI - Infrastructure,45:20.0,Service Infrastructure,,,,FALSE
,,,34:13.3,Backend,,SI - Infrastructure,33:22.1,Service Infrastructure,,,,FALSE
Duplicate,,,30:49.0,Backend,52:56.0,EI - Infrastructure,38:33.0,Frameworks,,,4944,FALSE
Duplicate,,,30:49.0,Backend,52:56.0,EI - Infrastructure,38:33.0,Frameworks,,,4944,FALSE
Duplicate,,,30:49.0,Backend,52:56.0,EI - Infrastructure,38:33.0,Frameworks,,,4944,FALSE
Duplicate,,,30:49.0,Backend,52:56.0,EI - Infrastructure,38:33.0,Frameworks,,,4944,FALSE
Duplicate,,,30:49.0,Backend,52:56.0,EI - Infrastructure,38:33.0,Frameworks,,,4944,FALSE
Duplicate,,,30:49.0,Backend,52:56.0,EI - Infrastructure,38:33.0,Frameworks,,,4944,FALSE
Duplicate,,,30:49.0,Backend,52:56.0,EI - Infrastructure,38:33.0,Frameworks,,,4944,FALSE
Duplicate,,,30:49.0,Backend,52:56.0,EI - Infrastructure,38:33.0,Frameworks,,,4944,FALSE
