ISSUE_KEY,RESOLUTION,PRODUCT,SEVERITY,UPDATED_TIMESTAMP,PLATFORM,RESOLVED_TIMESTAMP,GROUP_NAMES_SEPARATED,CREATED_TIMESTAMP,COE_NAMES_SEPARATED_COPY,EUI_OR_SIB,RESOLUTION_TIME,HOUR_TO_COMPLETION,CASE WHEN HOUR_TO_COMPLETION IS NOT NULL AND HOUR_TO_COMPLETION <= RESOLUTION_TIME THEN TRUE ELSE FALSE END
MBIM-11745,Fixed,,P4,Sep-21,Android,Sep-21,CR - Record Consumption,Dec-20,Construction Records,,,6768,FALSE
BBONC-3164,Done,,P4,Sep-21,,Sep-21,,Sep-21,Bidding & Risk,,,0,FALSE
SVN-3944,Won't Fix,Photos,P4,Sep-21,Backend,Sep-21,FC - Field Progress,Sep-21,Field Collaboration,,,504,FALSE
BUIS-2071,Fixed,Issues,P3,Sep-21,iOS,Sep-21,FC - Field Progress,Jun-21,Field Collaboration,,360,1848,FALSE
ACSUJI-127,Done,,,Sep-21,Web,Sep-21,PY - Precon & Construction,Jul-21,Pype,,,1920,FALSE
SCPJM-13074,Done,,P4,Sep-21,Web,Sep-21,PC - Project Management,Dec-20,Project Controls,,,6672,FALSE
ACSD-7953,Done,,,Sep-21,Web,Sep-21,CR - Docs Workflows,Apr-21,Construction Records,,,4008,FALSE
KRAANG-5368,Not a Bug,,P4,Sep-21,,Sep-21,CR - Record Consumption,Sep-21,Construction Records,,,24,FALSE
INSIGHT-4237,Duplicate,,P4,Sep-21,Web,Sep-21,CS - Data Delivery,Sep-21,Enterprise,,,72,FALSE
UL-3670,Done,Handover/Closeout,,Sep-21,Web,Sep-21,LM - User Lifecycle,Feb-21,Lifecycle,,,5016,FALSE
ALEX-40722,Done,,,Sep-21,Web,Sep-21,CR - Docs Core,Apr-21,Construction Records,,,4008,FALSE
ACSUJI-119,Done,,,Sep-21,Backend,Sep-21,FC - Field Forms,May-21,Common Services,,,2592,FALSE
ACSUJI-14,Done,,,Sep-21,Web,Sep-21,FR - Admin,Mar-21,Lifecycle,,,4368,FALSE
AV2-2957,Won't Fix,Photos,P4,Sep-21,Web,Sep-21,CR - Record Consumption,Sep-21,Construction Records,,,264,FALSE
FE-975,Done,,,Sep-21,Web,Sep-21,BR - Bidding,Apr-21,Bidding & Risk,,,4344,FALSE
SCMP-3421,Done,,,Sep-21,"iOS,      Android,Common Mobile",Sep-21,FR - Frameworks,Jun-21,Frameworks,,,1944,FALSE
BLMV-5027,Done,Web Viewing,,Sep-21,Web,Sep-21,CR - Record Consumption,Jan-21,Construction Records,,,5136,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,FC - Field Forms,Apr-21,Field Collaboration,,,3792,FALSE
ACSUJI-14,Done,,,Sep-21,Web,Sep-21,LM - Project Lifecycle,Mar-21,Lifecycle,,,4368,FALSE
ACSUJI-14,Done,,,Sep-21,Web,Sep-21,FR - Admin,Mar-21,Enterprise,,,4368,FALSE
SCCOM-5958,Won't Fix,Locations,,Sep-21,,Sep-21,CS - Common Services,Aug-20,Common Services,,,9744,FALSE
BIMR-7333,Done,,P4,Sep-21,Web,Sep-21,CS - Data Delivery,Sep-21,Enterprise,,,0,FALSE
BIMR-7273,Done,,P4,Sep-21,Web,Sep-21,CS - Data Delivery,Aug-21,Enterprise,,,48,FALSE
NET-3216,Done,,,Sep-21,Web,Sep-21,BR - Bidding,Apr-21,Bidding & Risk,,,3648,FALSE
BLT-3510,Done,,P4,Sep-21,,Sep-21,BR - RiskNet,Aug-21,Bidding & Risk,,,408,FALSE
FORMS-7130,Fixed,,P4,Sep-21,Web,Sep-21,FC - Field Forms,Dec-20,Field Collaboration,,,6456,FALSE
ASSETS-3710,Done,,,Sep-21,Backend,Sep-21,LM - Asset Lifecycle,Apr-21,Lifecycle,,,3432,FALSE
ACSUJI-90,Done,Markups,,Sep-21,Web,Sep-21,B4C - Collaborate,Feb-21,BIM for Construction,,,5376,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,LM - User Lifecycle,Apr-21,Lifecycle,,,3792,FALSE
ACSC-2297,Done,,,Sep-21,Web,Sep-21,PC - Financials,Apr-21,Project Controls,,,3960,FALSE
SCCOM-10859,Fixed,,P4,Sep-21,Web,Sep-21,CS - Common Services,Sep-21,Common Services,,,24,FALSE
SCCOM-10806,Duplicate,,P4,Sep-21,Web,Sep-21,CS - Common Services,Sep-21,Common Services,,,24,FALSE
ALEX-42009,Software failure,,P4,Sep-21,Web,Sep-21,CR - Docs Workflows,Sep-21,Construction Records,,,144,FALSE
WPLT-1471,Fixed,,,Sep-21,Web,Sep-21,FR - Frameworks,Apr-21,Frameworks,,,3936,FALSE
SCPJM-10738,Done,RFIs,,Sep-21,"iOS,Android,Windows",Sep-21,PC - Project Management,Mar-21,Project Controls,,,4440,FALSE
SCMP-3057,Done,,,Sep-21,"Web,          iOS,      Android,      Windows,      Backend,Common Mobile",Sep-21,FR - Frameworks,Apr-21,Frameworks,,,4104,FALSE
BBONC-3158,Done,,P4,Sep-21,,Sep-21,,Sep-21,Bidding & Risk,,,312,FALSE
ACSUJI-90,Done,Markups,,Sep-21,Web,Sep-21,B4C - Collaborate,Feb-21,Construction Records,,,5376,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,FC - Field Forms,Apr-21,Enterprise,,,3792,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,LM - User Lifecycle,Apr-21,Work Breakdown & Planning,,,3792,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,FC - Field Forms,Apr-21,Work Breakdown & Planning,,,3792,FALSE
SCCOM-10813,Duplicate,,P4,Sep-21,Web,Sep-21,CS - Common Services,Sep-21,Common Services,,,0,FALSE
NGF-3295,Fixed,,P4,Sep-21,Web,Sep-21,FC - Field Forms,Sep-21,Field Collaboration,,,384,FALSE
WPX-108,Fixed,,P4,Sep-21,Web,Sep-21,FR - Product Experience,Aug-21,Frameworks,,,624,FALSE
MBIM-11768,Fixed,,P4,Sep-21,iOS,Sep-21,CR - Record Consumption,Dec-20,Construction Records,,,6408,FALSE
BUIS-2252,By Design,Issues,P4,Sep-21,"Web,    iOS,Android",Sep-21,FC - Field Progress,Sep-21,Field Collaboration,,,192,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,LM - User Lifecycle,Apr-21,Field Collaboration,,,3792,FALSE
ACSUJI-14,Done,,,Sep-21,Web,Sep-21,FR - Admin,Mar-21,Joint,,,4368,FALSE
ACSC-2429,Done,,,Sep-21,Web,Sep-21,PC - Financials,Apr-21,Project Controls,,,3624,FALSE
ALEX-41830,By Design,,P4,Sep-21,Web,Sep-21,CR - Docs Core,Aug-21,Construction Records,,,672,FALSE
BUIS-1721,Won't Do,Issues,,Sep-21,Windows,Sep-21,FC - Field Progress,Apr-21,Field Collaboration,,,3336,FALSE
CS-47776,Fixed,,P4,Sep-21,Web,Sep-21,WBP - Classic Products,Sep-21,Work Breakdown & Planning,,,432,FALSE
SCMP-2637,Done,Platform,,Sep-21,"iOS,Android",Sep-21,FR - Frameworks,Feb-21,Frameworks,,,5544,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,WBP - Classic Products,Apr-21,Field Collaboration,,,3792,FALSE
FORMS-8810,Duplicate,Forms,P4,Sep-21,Web,Sep-21,FC - Field Forms,Sep-21,Field Collaboration,,,0,FALSE
CS-47786,Duplicate,,P4,Sep-21,Web,Sep-21,WBP - Classic Products,Sep-21,Work Breakdown & Planning,,,24,FALSE
ALEX-41371,Cannot Reproduce,,P4,Sep-21,Web,Sep-21,CR - Docs Core,Jun-21,Construction Records,,,2256,FALSE
BUIS-2184,Fixed,Issues,P4,Sep-21,Web,Sep-21,FC - Field Progress,Aug-21,Field Collaboration,,,816,FALSE
BUIS-373,Won't Fix,,P4,Sep-21,Web,Sep-21,FC - Field Progress,Aug-20,Field Collaboration,,,9168,FALSE
BIMCAS-13980,Fixed,,P4,Sep-21,Web,Sep-21,B4C - Coordinate,Aug-21,BIM for Construction,,,240,FALSE
SCCOM-7934,Fixed,,P4,Sep-21,Backend,Sep-21,CS - Common Services,Dec-20,Common Services,,,6408,FALSE
SVN-3856,Done,,,Sep-21,Backend,Sep-21,FC - Field Progress,Jul-21,Field Collaboration,,,1032,FALSE
ALEX-42026,Fixed,,P4,Sep-21,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,,,72,FALSE
BBONC-3160,Done,,P4,Sep-21,,Sep-21,,Sep-21,Bidding & Risk,,,72,FALSE
ACSBP-2389,Done,,P4,Sep-21,Backend,Sep-21,FR - Frameworks,Jun-21,Frameworks,,,2376,FALSE
AUTOPLAT-1025,Won't Do,Infrastructure,,Sep-21,,Sep-21,QA & Test Automation,Apr-20,Frameworks,,,12720,FALSE
SCPJM-12036,Done,,P4,Sep-21,Web,Sep-21,PC - Project Management,Jun-21,Project Controls,,,1728,FALSE
ALEX-39656,Done,BIM 360 Docs,,Sep-21,Web,Sep-21,CR - Docs Core,Jan-21,Construction Records,,,5928,FALSE
SCPJM-13068,Done,Platform,P4,Sep-21,Web,Sep-21,PC - Project Management,Jul-21,Project Controls,,,1824,FALSE
NGF-2458,Done,NGF Talentica,,Sep-21,"Web,Backend",Sep-21,FC - Field Forms,Feb-21,Field Collaboration,,,4872,FALSE
ACSD-10739,Won't Fix,,P4,Sep-21,Web,Sep-21,CR - Docs Core,Aug-21,Construction Records,,,528,FALSE
MBIM-11738,Fixed,,P4,Sep-21,iOS,Sep-21,CR - Record Consumption,Nov-20,Construction Records,,,6864,FALSE
FORMS-6568,Won't Fix,,P4,Sep-21,"Web,Windows",Sep-21,FC - Field Forms,Oct-20,Field Collaboration,,,8064,FALSE
BUIS-2179,Fixed,Issues,P4,Sep-21,Web,Sep-21,FC - Field Progress,Aug-21,Field Collaboration,,,336,FALSE
SCCOM-9947,Fixed,,P4,Sep-21,Android,Sep-21,CS - Common Services,Jul-21,Common Services,,,2016,FALSE
BIMR-7311,Done,,P4,Sep-21,Web,Sep-21,CS - Data Delivery,Sep-21,Enterprise,,,240,FALSE
ACSC-3113,Done,,,Sep-21,Web,Sep-21,PC - Financials,Jul-21,Project Controls,,,2088,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,LM - User Lifecycle,Apr-21,Enterprise,,,3792,FALSE
ACSUJI-14,Done,,,Sep-21,Web,Sep-21,LM - Project Lifecycle,Mar-21,Joint,,,4368,FALSE
FORMS-8657,Duplicate,Forms,P4,Sep-21,Web,Sep-21,FC - Field Forms,Aug-21,Field Collaboration,,,552,FALSE
BUIS-2185,Cannot Reproduce,Issues,P4,Sep-21,"iOS,Android",Sep-21,FC - Field Progress,Aug-21,Field Collaboration,,,672,FALSE
BUIS-2301,Duplicate,Issues,P4,Sep-21,Web,Sep-21,FC - Field Progress,Sep-21,Field Collaboration,,,144,FALSE
CW-12456,Done,Constructware,,Sep-21,Web,Sep-21,WBP - Classic Products,Sep-20,Work Breakdown & Planning,,,8712,FALSE
ACSUJI-131,Done,,,Sep-21,Web,Sep-21,INT - Data Solution Acceleration,Jul-21,Intelligence,,,1632,FALSE
BIMCAS-13079,By Design,,P4,Sep-21,Web,Sep-21,B4C - Coordinate,May-21,BIM for Construction,,,2616,FALSE
NGF-3018,Cannot Reproduce,,P4,Sep-21,iOS,Sep-21,FC - Field Forms,Jun-21,Field Collaboration,,,1872,FALSE
FLUENT-6305,Fixed,,P4,Sep-21,Web,Sep-21,B4C - Collaborate,Aug-21,BIM for Construction,,,312,FALSE
SCMP-2640,Won't Fix,Platform,,Sep-21,Common Mobile,Sep-21,FR - Frameworks,Feb-21,Frameworks,,,5472,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,WBP - Classic Products,Apr-21,Work Breakdown & Planning,,,3792,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,CS - Data Delivery,Apr-21,Work Breakdown & Planning,,,3792,FALSE
RISKONCALL-1598,Done,,P4,Sep-21,,Sep-21,BR - RiskNet,Sep-21,Bidding & Risk,,,96,FALSE
CS-43610,Fixed,,P4,Sep-21,Web,Sep-21,WBP - Classic Products,Nov-20,Work Breakdown & Planning,,,7296,FALSE
KRAANG-5380,Fixed,,P4,Sep-21,Web,Sep-21,CR - Record Consumption,Sep-21,Construction Records,,,24,FALSE
NET-3478,Fixed,,P4,Sep-21,,Sep-21,,Aug-21,Bidding & Risk,,,696,FALSE
SVN-3835,Won't Fix,Photos,P4,Sep-21,Backend,Sep-21,FC - Field Progress,Jul-21,Field Collaboration,,,1632,FALSE
INSIGHT-4144,Done,,P4,Sep-21,Web,Sep-21,CS - Data Delivery,Aug-21,Enterprise,,,456,FALSE
SCCOM-9744,Fixed,,P4,Sep-21,Web,Sep-21,CS - Common Services,Jun-21,Common Services,,,2256,FALSE
ASMBL-5148,By Design,,P4,Sep-21,Web,Sep-21,WBP - Work Planning & Model Conditioning,Sep-21,Work Breakdown & Planning,,,336,FALSE
BUIS-2186,Fixed,Issues,P4,Sep-21,Web,Sep-21,FC - Field Progress,Apr-21,Field Collaboration,,,3168,FALSE
ACSUJI-90,Done,Markups,,Sep-21,Web,Sep-21,CR - Record Consumption,Feb-21,BIM for Construction,,,5376,FALSE
NET-3213,Won't Do,,,Sep-21,Web,Sep-21,BR - Bidding,Apr-21,Bidding & Risk,,,4320,FALSE
NET-3209,Done,,,Sep-21,Web,Sep-21,BR - Bidding,Apr-21,Bidding & Risk,,,3696,FALSE
BIMR-6204,Done,Reporting,,Sep-21,Web,Sep-21,CS - Data Delivery,Feb-21,Enterprise,,,5232,FALSE
RISKONCALL-1588,Done,,P4,Sep-21,,Sep-21,BR - RiskNet,Aug-21,Bidding & Risk,,,312,FALSE
CS-46595,Fixed,,P4,Sep-21,,Sep-21,WBP - Classic Products,May-21,Work Breakdown & Planning,,,2400,FALSE
NGF-3028,Fixed,,P4,Sep-21,Android,Sep-21,FC - Field Forms,Jun-21,Field Collaboration,,,2352,FALSE
TPM-3,Done,,,Sep-21,,Sep-21,,Aug-21,,,,768,FALSE
INSIGHT-3706,Done,,,Sep-21,Web,Sep-21,CS - Data Delivery,Apr-21,Enterprise,,,3792,FALSE
CDEENABLE-141,Done,BIM 360 Desktop Connector,,Sep-21,Windows,Sep-21,CR - Docs Workflows,Apr-21,Construction Records,,,3648,FALSE
ACSBP-2509,Done,,P4,Sep-21,Backend,Sep-21,FR - Frameworks,Aug-21,Frameworks,,,384,FALSE
BLT-3567,Done,,P4,Sep-21,,Sep-21,BR - RiskNet,Sep-21,Bidding & Risk,,,120,FALSE
WPLT-1293,Won't Do,Platform,,Sep-21,Web,Sep-21,FR - Frameworks,Feb-21,Frameworks,,,5376,FALSE
ACSD-6891,Done,Docs and Sheets,,Sep-21,Web,Sep-21,CR - Docs Core,Jan-21,Construction Records,,,5688,FALSE
ACSC-2300,Done,,,Sep-21,Web,Sep-21,PC - Financials,Apr-21,Project Controls,,,4296,FALSE
FE-967,Done,,,Sep-21,Web,Sep-21,BR - Bidding,Apr-21,Bidding & Risk,,,4368,FALSE
ACSUJI-14,Done,,,Sep-21,Web,Sep-21,FR - Frameworks,Mar-21,Enterprise,,,4368,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,WBP - Classic Products,Apr-21,Lifecycle,,,3792,FALSE
ACSUJI-131,Done,,,Sep-21,Web,Sep-21,INT - Data Solution Acceleration,Jul-21,Pype,,,1632,FALSE
GOAT-1654,Done,,,Sep-21,Web,Sep-21,BR - Bidding,Mar-21,Bidding & Risk,,,3720,FALSE
BLT-3551,Done,,P4,Sep-21,,Sep-21,BR - RiskNet,Sep-21,Bidding & Risk,,,96,FALSE
SCCOM-8007,Won't Do,Issues,,Sep-21,Web,Sep-21,CS - Common Services,Jan-21,Common Services,,,5856,FALSE
TAKEOFF-1719,Done,Project Templates,,Sep-21,Web,Sep-21,WBP - Quantification,Jul-21,Work Breakdown & Planning,,,1536,FALSE
BBONC-3157,Done,,P4,Sep-21,,Sep-21,,Sep-21,Bidding & Risk,,,144,FALSE
BRDT-9793,Trash bin,,,Sep-21,Web,Sep-21,,Sep-21,,,,0,FALSE
RISKONCALL-1610,Done,,P4,Sep-21,Web,Sep-21,BR - RiskNet,Sep-21,Bidding & Risk,,,120,FALSE
BIMR-6596,Done,,,Sep-21,Web,Sep-21,CS - Data Delivery,Apr-21,Enterprise,,,3744,FALSE
ALEX-41605,Fixed,,P4,Sep-21,Web,Sep-21,CR - Docs Core,Jul-21,Construction Records,,,1056,FALSE
ALEX-41693,Fixed,,P4,Sep-21,Web,Sep-21,CR - Docs Core,Jul-21,Construction Records,,,864,FALSE
ACSUJI-14,Done,,,Sep-21,Web,Sep-21,LM - Project Lifecycle,Mar-21,Frameworks,,,4368,FALSE
SCPJM-10895,Won't Do,RFIs,,Sep-21,"Web,Backend",Sep-21,PC - Project Management,Apr-21,Project Controls,,,3600,FALSE
FORMS-8703,Fixed,Forms,P4,Sep-21,Web,Sep-21,FC - Field Forms,Aug-21,Field Collaboration,,,936,FALSE
NET-3210,Done,,,Sep-21,Web,Sep-21,BR - Bidding,Apr-21,Bidding & Risk,,,3696,FALSE
SCCOM-9839,Fixed,,P4,Sep-21,Android,Sep-21,CS - Common Services,Mar-21,Common Services,,,4392,FALSE
APOLLO-16,Done,BIM 360 Field Classic,,Sep-21,Web,Sep-21,WBP - Classic Products,Mar-20,Work Breakdown & Planning,,,12816,FALSE
INSIGHT-4204,Done,,P4,Sep-21,Web,Sep-21,CS - Data Delivery,Sep-21,Enterprise,,,336,FALSE
MBIM-11663,Fixed,NGF Forms,P4,Sep-21,iOS,Sep-21,CR - Record Consumption,Sep-20,Construction Records,,,8280,FALSE
BLT-3552,Done,,P4,Sep-21,,Sep-21,BR - RiskNet,Sep-21,Bidding & Risk,,,264,FALSE
SCPJM-12443,Done,,P4,Sep-21,Web,Sep-21,PC - Project Management,Jul-21,Project Controls,,,1272,FALSE
ACSC-2298,Done,,,Sep-21,Web,Sep-21,PC - Financials,Apr-21,Project Controls,,,3960,FALSE
NGF-3342,Fixed,,P4,Sep-21,Web,Sep-21,FC - Field Forms,Sep-21,Field Collaboration,,,24,FALSE
ACSD-11064,Fixed,,P4,Sep-21,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,,,24,FALSE
PGBIM-895,Done,,P3,Sep-21,,Sep-21,CR - Record Consumption,Dec-19,Construction Records,,360,15312,FALSE
SCPJM-13130,Done,,P4,Sep-21,Web,Sep-21,,Sep-21,,,,384,FALSE
SCCOM-10664,Not a Bug/As Designed,,P4,Sep-21,"Web,iOS",Sep-21,CS - Common Services,Aug-21,Common Services,,,648,FALSE
BIMCAS-13833,Fixed,,P4,Sep-21,Web,Sep-21,,Aug-21,BIM for Construction,,,648,FALSE
BIMCAS-14034,Done,Navisworks,,Sep-21,Windows,Sep-21,B4C - Coordinate,Sep-21,BIM for Construction,,,360,FALSE
SCCOM-9147,Done,,,Sep-21,Backend,Sep-21,CS - Common Services,Apr-21,Common Services,,,3504,FALSE
NGF-3282,Fixed,,P4,Sep-21,iOS,Sep-21,FC - Field Forms,Aug-21,Field Collaboration,,,336,FALSE
SCPJM-12934,Done,,P4,Sep-21,Web,Sep-21,PC - Project Management,Aug-21,Project Controls,,,840,FALSE
ASMBL-5068,Fixed,,P4,Sep-21,Windows,Sep-21,,Sep-21,,,,0,FALSE
ACSUJI-14,Done,,,Sep-21,Web,Sep-21,FR - Frameworks,Mar-21,Lifecycle,,,4368,FALSE
BLMV-6151,Fixed,,P4,Sep-21,Web,Sep-21,CR - Record Consumption,Aug-21,Construction Records,,,48,FALSE
BLMV-6167,By Design,,P4,Sep-21,iOS,Sep-21,CR - Record Consumption,Sep-21,Construction Records,,,96,FALSE
ALEX-41795,Cannot Reproduce,,P4,Sep-21,Web,Sep-21,CR - Docs Core,Jul-21,Construction Records,,,864,FALSE
ALEX-40722,Done,,,Sep-21,Web,Sep-21,CR - Docs Workflows,Apr-21,Construction Records,,,4008,FALSE
BLMV-5241,Done,Web Viewing,,Sep-21,"iOS,Android",Sep-21,CR - Record Consumption,Apr-21,Construction Records,,,3576,FALSE
BDP-1782,Done,,,Sep-21,Web,Sep-21,CS - Data Delivery,May-21,Enterprise,,,2880,FALSE
BBONC-3156,Done,,P4,Sep-21,,Sep-21,,Sep-21,Bidding & Risk,,,144,FALSE
BIMCAS-13968,Fixed,,P4,Sep-21,Web,Sep-21,,Aug-21,BIM for Construction,,,216,FALSE
BIMCAS-14035,Fixed,,P4,Sep-21,Windows,Sep-21,B4C - Coordinate,Sep-21,BIM for Construction,,,120,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,FC - Field Forms,Apr-21,Lifecycle,,,3792,FALSE
ACSUJI-90,Done,Markups,,Sep-21,Web,Sep-21,CR - Record Consumption,Feb-21,Construction Records,,,5376,FALSE
ASSETS-4330,Fixed,Assets,P4,Sep-21,Web,Sep-21,LM - Asset Lifecycle,Sep-21,Lifecycle,,,624,FALSE
NGF-3341,Won't Fix,,P4,Sep-21,Web,Sep-21,FC - Field Forms,Sep-21,Field Collaboration,,,384,FALSE
BLMV-6162,Declined,,P4,Sep-21,,Sep-21,CR - Record Consumption,Sep-21,Construction Records,,,456,FALSE
BIMR-7079,Done,,P4,Sep-21,Web,Sep-21,CS - Data Delivery,Jul-21,Enterprise,,,1560,FALSE
SCPJM-13136,Done,,P4,Sep-21,Web,Sep-21,PC - Project Management,Sep-21,Project Controls,,,24,FALSE
AV2-2733,Won't Fix,,P4,Sep-21,iOS,Sep-21,CR - Record Consumption,Jul-21,Construction Records,,,1248,FALSE
BLMV-6224,Won't Fix,,P4,Sep-21,Web,Sep-21,CR - Record Consumption,Sep-21,Construction Records,,,0,FALSE
RISKONCALL-1606,Done,,P3,Sep-21,,Sep-21,BR - RiskNet,Sep-21,Bidding & Risk,,360,96,TRUE
WPLT-1495,Fixed,,,Sep-21,Web,Sep-21,FR - Frameworks,Apr-21,Frameworks,,,3864,FALSE
WPLT-1469,Won't Do,,,Sep-21,Web,Sep-21,FR - Frameworks,Apr-21,Frameworks,,,3936,FALSE
BRDT-9590,Duplicate,,,Sep-21,Web,Sep-21,,Sep-21,,,,0,FALSE
ACSD-7953,Done,,,Sep-21,Web,Sep-21,CR - Docs Core,Apr-21,Construction Records,,,4008,FALSE
BIMCAS-13500,Fixed,,P4,Sep-21,Web,Sep-21,B4C - Coordinate,Jul-21,BIM for Construction,,,1608,FALSE
BDP-1665,Done,Data Platform,,Sep-21,Web,Sep-21,CS - Data Delivery,Feb-21,Enterprise,,,4944,FALSE
BBONC-3155,Done,,P3,Sep-21,,Sep-21,,Sep-21,Bidding & Risk,,360,72,TRUE
ACSUJI-119,Done,,,Sep-21,Backend,Sep-21,FC - Field Forms,May-21,Field Collaboration,,,2592,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,CS - Data Delivery,Apr-21,Field Collaboration,,,3792,FALSE
GOAT-1655,Done,,,Sep-21,Web,Sep-21,BR - Bidding,Mar-21,Bidding & Risk,,,4248,FALSE
DATACON-472,Deferred,,,Sep-21,Web,Sep-21,CS - Data Delivery,May-21,Enterprise,,,2880,FALSE
ACSC-3321,Fixed,Cost,P4,Sep-21,Web,Sep-21,PC - Financials,Jul-21,Project Controls,,,1416,FALSE
CS-47726,Done,,P4,Sep-21,Web,Sep-21,WBP - Classic Products,Aug-21,Work Breakdown & Planning,,,624,FALSE
ACSUJI-14,Done,,,Sep-21,Web,Sep-21,LM - Project Lifecycle,Mar-21,Enterprise,,,4368,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,CS - Data Delivery,Apr-21,Lifecycle,,,3792,FALSE
SCCOM-8222,Done,Locations,,Sep-21,Backend,Sep-21,CS - Common Services,Jan-21,Common Services,,,5352,FALSE
APOLLO-78,Done,BIM 360 Field Classic,,Sep-21,Web,Sep-21,WBP - Classic Products,Jun-20,Work Breakdown & Planning,,,11112,FALSE
APOLLO-17,Done,BIM 360 Field Classic,,Sep-21,Web,Sep-21,WBP - Classic Products,Mar-20,Work Breakdown & Planning,,,12816,FALSE
SCPJM-5903,Done,RFIs,,Sep-21,Backend,Sep-21,PC - Project Management,Jul-20,Project Controls,,,10032,FALSE
ASMBL-5065,Done,,P4,Sep-21,Web,Sep-21,WBP - Work Planning & Model Conditioning,Sep-21,Work Breakdown & Planning,,,0,FALSE
TAKEOFF-1231,Done,,,Sep-21,Web,Sep-21,WBP - Quantification,Apr-21,Work Breakdown & Planning,,,4128,FALSE
ACSUJI-41,Done,,,Sep-21,Backend,Sep-21,WBP - Classic Products,Apr-21,Enterprise,,,3792,FALSE
BIMR-7200,Done,,P4,Sep-21,Web,Sep-21,CS - Data Delivery,Aug-21,Enterprise,,,840,FALSE
BLMV-6153,Fixed,,P4,Sep-21,Web,Sep-21,CR - Record Consumption,Sep-21,Construction Records,,,24,FALSE
NGF-3154,Fixed,,P4,Sep-21,iOS,Sep-21,FC - Field Forms,Jul-21,Field Collaboration,,,1320,FALSE
BIMCAS-13748,Cannot Reproduce,,P4,Sep-21,Web,Sep-21,B4C - Coordinate,Jul-21,BIM for Construction,,,1056,FALSE
ACSUJI-14,Done,,,Sep-21,Web,Sep-21,FR - Frameworks,Mar-21,Joint,,,4368,FALSE
NET-3463,Duplicate,,P4,Sep-21,,Sep-21,BR - RiskNet,Aug-21,Bidding & Risk,,,552,FALSE
INSIGHT-4130,Done,,P4,Sep-21,Web,Sep-21,CS - Data Delivery,Aug-21,Enterprise,,,528,FALSE
INSIGHT-4205,Done,,P4,Sep-21,Web,Sep-21,CS - Data Delivery,Sep-21,Enterprise,,,456,FALSE
ALEX-41991,Fixed,,P4,Sep-21,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,,,288,FALSE
TAKEOFF-1871,By Design,,P4,Sep-21,Web,Sep-21,WBP - Quantification,Sep-21,Work Breakdown & Planning,,,336,FALSE
ACSUJI-127,Done,,,Sep-21,Web,Sep-21,EI - Infrastructure,Jul-21,Pype,,,1920,FALSE
PT-1219,Done,,,Sep-21,"Web,    iOS,Android",Sep-21,FC - Field Progress,Jun-21,Field Collaboration,,,1824,FALSE
MBIM-11796,Fixed,Issues,P4,Sep-21,Android,Sep-21,CR - Record Consumption,Nov-20,Construction Records,,,7224,FALSE
SCPJM-10763,Done,RFIs,,Sep-21,"Web,Backend",Sep-21,PC - Project Management,Mar-21,Project Controls,,,4344,FALSE
BUIS-2128,Fixed,Issues,P4,Sep-21,"Web,iOS",Sep-21,FC - Field Progress,Jul-21,Field Collaboration,,,912,FALSE
SCCOM-9871,Fixed,,P4,Sep-21,iOS,Sep-21,CS - Common Services,Jun-21,Common Services,,,2160,FALSE
TAKEOFF-1820,Fixed,,P4,Sep-21,Web,Sep-21,WBP - Quantification,Aug-21,Work Breakdown & Planning,,,600,FALSE
WPLT-1488,Won't Do,,,Sep-21,Web,Sep-21,FR - Frameworks,Apr-21,Frameworks,,,3888,FALSE
FORMS-8808,Fixed,Forms,P4,Sep-21,Web,Sep-21,FC - Field Forms,Sep-21,Field Collaboration,,,576,FALSE
NET-3492,Duplicate,,P4,Sep-21,,Sep-21,,Sep-21,Bidding & Risk,,,24,FALSE
NET-3212,Done,,,Sep-21,Web,Sep-21,BR - Bidding,Apr-21,Bidding & Risk,,,3960,FALSE
ACSC-2316,Done,,,Oct-21,Web,Sep-21,PC - Financials,Apr-21,Project Controls,,,3936,FALSE
ACSD-10110,Won't Fix,Issues,P4,Oct-21,Web,Sep-21,CR - Docs Core,Jul-21,Construction Records,,,1560,FALSE
PJL-3144,Done,Project Templates,,Oct-21,Web,Sep-21,LM - Project Lifecycle,Aug-20,Lifecycle,,,9960,FALSE
