ISSUE_KEY,RESOLUTION,PRODUCT,SEVERITY,UPDATED_TIMESTAMP,PLATFORM,RESOLVED_TIMESTAMP,GROUP_NAMES_SEPARATED,CREATED_TIMESTAMP,COE_NAMES_SEPARATED_COPY,EUI_OR_SIB,RESOLUTION_TIME,HOUR_TO_COMPLETION,CASE WHEN HOUR_TO_COMPLETION IS NOT NULL AND HOUR_TO_COMPLETION <= RESOLUTION_TIME THEN TRUE ELSE FALSE END
ALEX-41739,Fixed,,P2,Oct-21,Web,Aug-21,CR - Docs Workflows,Aug-21,Construction Records,EUI,72,48,TRUE
BUIS-2201,Fixed,Issues,P3,Oct-21,Web,Aug-21,FC - Field Progress,Aug-21,Field Collaboration,EUI,360,24,TRUE
SCCOM-10125,Fixed,,P3,Oct-21,Android,Aug-21,CS - Common Services,Jul-21,Common Services,EUI,360,1080,FALSE
ACSD-10530,Fixed,,P2,Oct-21,Web,Aug-21,CR - Docs Workflows,Aug-21,Construction Records,EUI,72,24,TRUE
BIMCAS-13829,Fixed,,P2,Nov-21,Web,Aug-21,,Aug-21,,EUI,72,72,TRUE
ACSADMIN-2312,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,72,120,FALSE
ACSPG-1551,Fixed,,P1,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,6,172,FALSE
ACSADMIN-2274,Done,,P3,Nov-21,Web,Aug-21,FR - Admin,Jul-21,Frameworks,EUI,360,96,TRUE
ACSADMIN-2230,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Jul-21,Frameworks,EUI,72,816,FALSE
UL-4283,Fixed,,P2,Nov-21,Web,Aug-21,LM - User Lifecycle,Aug-21,Lifecycle,EUI,72,48,TRUE
ACSADMIN-2249,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Jul-21,Frameworks,EUI,72,216,FALSE
ACSADMIN-2355,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,72,48,TRUE
ACSADMIN-2358,Not a Bug,,P2,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,72,48,TRUE
ACSADMIN-2263,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Jul-21,Frameworks,EUI,72,192,FALSE
ACSADMIN-2318,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,72,144,FALSE
ACSPG-1549,Fixed,,P2,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,72,48,TRUE
ACSPG-1486,Fixed,,P2,Nov-21,Web,Aug-21,FR - Admin,Jul-21,Frameworks,EUI,72,864,FALSE
ACSADMIN-2294,Done,,P3,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,360,456,FALSE
ACSADMIN-2302,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,72,96,FALSE
NGF-3217,Fixed,,P3,Nov-21,Web,Aug-21,FC - Field Forms,Aug-21,Field Collaboration,EUI,360,144,TRUE
SCMP-3598,Fixed,,P2,Nov-21,iOS,Aug-21,FR - Frameworks,Aug-21,Frameworks,EUI,72,120,FALSE
ACSADMIN-2290,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,72,120,FALSE
ACSADMIN-2319,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,72,72,TRUE
ACSADMIN-2307,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,72,48,TRUE
ALEX-41822,Fixed,,P3,Nov-21,Web,Aug-21,CR - Docs Core,Aug-21,Construction Records,EUI,360,168,TRUE
NGF-3014,Fixed,,P2,Nov-21,iOS,Aug-21,FC - Field Forms,Jun-21,Field Collaboration,EUI,72,936,FALSE
ACSADMIN-2322,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,72,120,FALSE
ACSADMIN-2342,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,72,48,TRUE
ACSADMIN-2279,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,72,72,TRUE
ACSADMIN-2282,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,72,456,FALSE
ACSADMIN-2311,Done,,P3,Nov-21,Web,Aug-21,FR - Admin,Aug-21,Frameworks,EUI,360,0,TRUE
ACSADMIN-2207,Done,,P2,Nov-21,Web,Aug-21,FR - Admin,Jul-21,Frameworks,EUI,72,384,FALSE
ASMBL-4978,Fixed,,P3,Dec-21,Web,Aug-21,WBP - Work Planning & Model Conditioning,Aug-21,Work Breakdown & Planning,EUI,360,216,TRUE
ASMBL-4958,Fixed,,P3,Dec-21,Web,Aug-21,WBP - Work Planning & Model Conditioning,Aug-21,Work Breakdown & Planning,EUI,360,48,TRUE
MBIM-12091,Fixed,,P3,Jan-22,iOS,Aug-21,CR - Record Consumption,Aug-21,Construction Records,EUI,360,336,TRUE
ALEX-41829,Fixed,,P3,Jan-22,Web,Aug-21,CR - Docs Core,Aug-21,Construction Records,EUI,360,360,TRUE
ALEX-41839,Done,,P3,Jan-22,Web,Aug-21,CR - Docs Core,Aug-21,Construction Records,EUI,360,312,TRUE
ALEX-42007,Fixed,,P3,Sep-21,Web,Sep-21,CR - Docs Workflows,Sep-21,Construction Records,EUI,360,264,TRUE
BLMV-6169,By Design,,P3,Sep-21,Web,Sep-21,CR - Record Consumption,Sep-21,Construction Records,EUI,360,48,TRUE
ALEX-41819,Closed,,P2,Sep-21,Web,Sep-21,CR - Docs Core,Aug-21,Construction Records,EUI,72,576,FALSE
ALEX-42096,Fixed,,P3,Sep-21,Web,Sep-21,CR - Docs Workflows,Sep-21,Construction Records,EUI,360,168,TRUE
BLT-3548,Done,,P2,Sep-21,Web,Sep-21,BR - RiskNet,Sep-21,Bidding & Risk,EUI,72,72,TRUE
CS-47830,Fixed,,P3,Sep-21,Web,Sep-21,WBP - Classic Products,Sep-21,Work Breakdown & Planning,EUI,360,120,TRUE
ASMBL-5090,Fixed,,P3,Sep-21,Web,Sep-21,WBP - Work Planning & Model Conditioning,Sep-21,Work Breakdown & Planning,EUI,360,432,FALSE
RISKONCALL-1613,Done,,P2,Sep-21,Web,Sep-21,BR - RiskNet,Sep-21,Bidding & Risk,EUI,72,120,FALSE
SCCOM-10710,Fixed,,P2,Sep-21,Web,Sep-21,CS - Common Services,Sep-21,Common Services,EUI,72,48,TRUE
MPX-41,Won't Fix,,P2,Sep-21,iOS,Sep-21,FR - Product Experience,Sep-21,Frameworks,EUI,72,96,FALSE
CS-47791,Fixed,,P2,Sep-21,iOS,Sep-21,WBP - Classic Products,Sep-21,Work Breakdown & Planning,EUI,72,336,FALSE
ASMBL-5088,Fixed,,P2,Sep-21,iOS,Sep-21,WBP - Work Planning & Model Conditioning,Sep-21,Work Breakdown & Planning,EUI,72,120,FALSE
BIMR-7201,Done,,P2,Sep-21,Web,Sep-21,CS - Data Delivery,Aug-21,Enterprise,EUI,72,216,FALSE
ASMBL-5010,Fixed,,P3,Sep-21,Web,Sep-21,WBP - Work Planning & Model Conditioning,Aug-21,Work Breakdown & Planning,EUI,360,528,FALSE
BIMR-7312,Done,,P3,Sep-21,Web,Sep-21,CS - Data Delivery,Sep-21,Enterprise,EUI,360,72,TRUE
BIMCAS-13997,Fixed,,P2,Sep-21,Web,Sep-21,B4C - Coordinate,Sep-21,BIM for Construction,EUI,72,192,FALSE
CS-47783,Won't Fix,,P3,Sep-21,iOS,Sep-21,WBP - Classic Products,Sep-21,Work Breakdown & Planning,EUI,360,48,TRUE
ACSD-11101,Fixed,,P3,Sep-21,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,EUI,360,120,TRUE
RISKONCALL-1603,Done,,P2,Sep-21,Web,Sep-21,BR - RiskNet,Sep-21,Bidding & Risk,EUI,72,48,TRUE
SCPJM-12871,Done,,P3,Sep-21,Web,Sep-21,PC - Project Management,Aug-21,Project Controls,EUI,360,360,TRUE
SCCOM-10775,Not a Bug,,P3,Sep-21,Web,Sep-21,CS - Common Services,Sep-21,Common Services,EUI,360,96,TRUE
ALEX-42143,Fixed,,P2,Sep-21,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,EUI,72,72,TRUE
NW-57153,Won't Fix,,P2,Sep-21,Windows,Sep-21,B4C - Coordinate,Sep-21,BIM for Construction,EUI,72,96,FALSE
CS-47788,Fixed,,P2,Sep-21,Web,Sep-21,WBP - Classic Products,Sep-21,Work Breakdown & Planning,EUI,72,72,TRUE
BIMCAS-14081,Cannot Reproduce,,P2,Sep-21,Web,Sep-21,B4C - Coordinate,Sep-21,BIM for Construction,EUI,72,72,TRUE
BIMCAS-13978,Fixed,,P2,Sep-21,Web,Sep-21,B4C - Coordinate,Aug-21,BIM for Construction,EUI,72,240,FALSE
FORMS-8894,Fixed,Forms,P3,Sep-21,Web,Sep-21,FC - Field Forms,Sep-21,Field Collaboration,EUI,360,48,TRUE
RISKONCALL-1602,Done,,P2,Sep-21,Web,Sep-21,BR - RiskNet,Sep-21,Bidding & Risk,EUI,72,72,TRUE
NGF-3278,Fixed,,P3,Sep-21,Web,Sep-21,FC - Field Forms,Aug-21,Field Collaboration,EUI,360,336,TRUE
CS-47826,Done,,P2,Sep-21,Web,Sep-21,WBP - Classic Products,Sep-21,Work Breakdown & Planning,EUI,72,48,TRUE
INSIGHT-4145,Done,,P2,Sep-21,Web,Sep-21,CS - Data Delivery,Aug-21,Enterprise,EUI,72,96,FALSE
FLUENT-6319,By Design,,P2,Sep-21,Web,Sep-21,B4C - Collaborate,Sep-21,BIM for Construction,EUI,72,48,TRUE
RISKONCALL-1590,Done,,P2,Sep-21,Web,Sep-21,BR - RiskNet,Sep-21,Bidding & Risk,EUI,72,48,TRUE
SCPJM-12996,Done,,P3,Sep-21,Web,Sep-21,PC - Project Management,Aug-21,Project Controls,EUI,360,216,TRUE
FORMS-8809,Fixed,Forms,P2,Sep-21,Web,Sep-21,FC - Field Forms,Sep-21,Field Collaboration,EUI,72,120,FALSE
FORMS-8843,Fixed,Forms,P2,Sep-21,Web,Sep-21,FC - Field Forms,Sep-21,Field Collaboration,EUI,72,96,FALSE
BIMR-7314,Done,,P3,Sep-21,Web,Sep-21,CS - Data Delivery,Sep-21,Enterprise,EUI,360,120,TRUE
SCCOM-10641,Fixed,,P3,Sep-21,Web,Sep-21,CS - Common Services,Aug-21,Common Services,EUI,360,216,TRUE
ALEX-41950,Fixed,,P2,Sep-21,Web,Sep-21,CR - Docs Core,Aug-21,Construction Records,EUI,72,96,FALSE
SCMP-3579,Closed,,P2,Sep-21,Android,Sep-21,FR - Frameworks,Aug-21,Frameworks,EUI,72,528,FALSE
BIMCAS-14036,Fixed,,P3,Sep-21,Web,Sep-21,B4C - Coordinate,Sep-21,BIM for Construction,EUI,360,216,TRUE
ALEX-41965,Duplicate,,P2,Sep-21,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,EUI,72,24,TRUE
ALEX-42051,Fixed,,P3,Sep-21,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,EUI,360,96,TRUE
FLUENT-6306,Fixed,,P2,Sep-21,Web,Sep-21,B4C - Collaborate,Aug-21,BIM for Construction,EUI,72,72,TRUE
FLUENT-6297,Fixed,,P2,Sep-21,Web,Sep-21,B4C - Collaborate,Aug-21,BIM for Construction,EUI,72,288,FALSE
ASMBL-5173,Fixed,,P2,Sep-21,Web,Sep-21,WBP - Work Planning & Model Conditioning,Sep-21,Work Breakdown & Planning,EUI,72,48,TRUE
BBONC-3153,Done,,P2,Sep-21,Web,Sep-21,,Aug-21,Bidding & Risk,EUI,72,48,TRUE
BIMR-7305,Done,,P3,Sep-21,Web,Sep-21,CS - Data Delivery,Sep-21,Enterprise,EUI,360,120,TRUE
BIMR-7285,Done,,P3,Sep-21,Web,Sep-21,CS - Data Delivery,Sep-21,Enterprise,EUI,360,432,FALSE
INSIGHT-4208,Done,,P3,Sep-21,Web,Sep-21,CS - Data Delivery,Sep-21,Enterprise,EUI,360,288,TRUE
BIMCAS-13936,Fixed,,P2,Sep-21,Web,Sep-21,B4C - Coordinate,Aug-21,BIM for Construction,EUI,72,360,FALSE
CS-47573,Fixed,,P2,Sep-21,Web,Sep-21,WBP - Classic Products,Aug-21,Work Breakdown & Planning,EUI,72,504,FALSE
SCPJM-13179,Done,,P2,Oct-21,Web,Sep-21,PC - Project Management,Sep-21,Project Controls,EUI,72,168,FALSE
CS-47852,Fixed,,P2,Oct-21,Web,Sep-21,WBP - Classic Products,Sep-21,Work Breakdown & Planning,EUI,72,72,TRUE
BUIS-2296,Fixed,Issues,P2,Oct-21,Web,Sep-21,FC - Field Progress,Sep-21,Field Collaboration,EUI,72,72,TRUE
BIMR-7272,Done,,P2,Oct-21,Web,Sep-21,CS - Data Delivery,Aug-21,Enterprise,EUI,72,648,FALSE
BIMCAS-14095,Done,,P2,Oct-21,Web,Sep-21,B4C - Coordinate,Sep-21,BIM for Construction,EUI,72,120,FALSE
SCPJM-13190,Done,,P3,Oct-21,Web,Sep-21,PC - Project Management,Sep-21,Project Controls,EUI,360,96,TRUE
SCPJM-13118,Done,,P3,Oct-21,Web,Sep-21,PC - Project Management,Sep-21,Project Controls,EUI,360,336,TRUE
ALEX-42044,Fixed,,P2,Oct-21,Web,Sep-21,CR - Docs Workflows,Sep-21,Construction Records,EUI,72,360,FALSE
ASMBL-5085,Done,,P3,Oct-21,Web,Sep-21,WBP - Work Planning & Model Conditioning,Sep-21,Work Breakdown & Planning,EUI,360,192,TRUE
ALEX-42164,Fixed,,P3,Oct-21,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,EUI,360,24,TRUE
DATACON-519,Done,,P3,Oct-21,,Sep-21,CS - Data Delivery,Sep-21,Enterprise,EUI,360,48,TRUE
ASMBL-5164,Fixed,,P2,Oct-21,Web,Sep-21,WBP - Work Planning & Model Conditioning,Sep-21,Work Breakdown & Planning,EUI,72,168,FALSE
SVN-3371,Fixed,Photos,P2,Nov-21,iOS,Sep-21,FC - Field Progress,Mar-21,Field Collaboration,EUI,72,3288,FALSE
ACSADMIN-2352,Cannot Produce,,P2,Nov-21,Web,Sep-21,FR - Admin,Aug-21,Frameworks,EUI,72,216,FALSE
ACSADMIN-2337,Done,,P2,Nov-21,Web,Sep-21,FR - Admin,Aug-21,Frameworks,EUI,72,192,FALSE
NGF-3346,Fixed,,P2,Nov-21,Web,Sep-21,FC - Field Forms,Sep-21,Field Collaboration,EUI,72,48,TRUE
UL-4338,Fixed,,P3,Nov-21,Web,Sep-21,LM - User Lifecycle,Sep-21,Lifecycle,EUI,360,48,TRUE
ACSADMIN-2353,Done,,P2,Nov-21,Web,Sep-21,FR - Admin,Aug-21,Frameworks,EUI,72,120,FALSE
ACSADMIN-2348,Done,,P3,Nov-21,Web,Sep-21,FR - Admin,Aug-21,Frameworks,EUI,360,192,TRUE
UL-4343,Fixed,,P2,Nov-21,Web,Sep-21,LM - User Lifecycle,Sep-21,Lifecycle,EUI,72,72,TRUE
NGF-3377,Fixed,,P2,Nov-21,Web,Sep-21,FC - Field Forms,Sep-21,Field Collaboration,EUI,72,144,FALSE
ALEX-42057,Fixed,,P3,Nov-21,Web,Sep-21,CR - Docs Workflows,Sep-21,Construction Records,EUI,360,312,TRUE
NGF-3381,Fixed,,P2,Nov-21,Web,Sep-21,FC - Field Forms,Sep-21,Field Collaboration,EUI,72,120,FALSE
ACSADMIN-2359,Done,,P2,Nov-21,Web,Sep-21,FR - Admin,Aug-21,Frameworks,EUI,72,312,FALSE
CS-47851,Fixed,,P2,Nov-21,Web,Sep-21,WBP - Classic Products,Sep-21,Work Breakdown & Planning,EUI,72,72,TRUE
ALEX-42109,By Design,,P3,Nov-21,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,EUI,360,24,TRUE
SCCOM-10761,Fixed,,P3,Nov-21,Web,Sep-21,CS - Common Services,Sep-21,Common Services,EUI,360,480,FALSE
PJL-5477,Fixed,,P2,Dec-21,Web,Sep-21,LM - Project Lifecycle,Sep-21,Lifecycle,EUI,72,192,FALSE
ACSADMIN-2373,Done,,P3,Jan-22,Web,Sep-21,NX - Admin,Sep-21,Nexus,EUI,360,384,FALSE
ALEX-42139,Fixed,,P2,Jan-22,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,EUI,72,72,TRUE
ALEX-42141,Fixed,,P3,Jan-22,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,EUI,360,168,TRUE
ACSAA-3256,Done,,P2,Jan-22,Web,Sep-21,NX - Admin,Sep-21,Nexus,EUI,72,72,TRUE
ACSPA-2678,Done,,P3,Jan-22,Web,Sep-21,NX - Admin,Sep-21,Nexus,EUI,360,168,TRUE
ACSCA-1197,Done,,P3,Jan-22,,Sep-21,NX - Admin,Sep-21,Nexus,EUI,360,504,FALSE
ALEX-41917,Fixed,,P3,Jan-22,Web,Sep-21,CR - Docs Core,Aug-21,Construction Records,EUI,360,240,TRUE
ACSADMIN-2368,Done,,P2,Jan-22,Web,Sep-21,NX - Admin,Sep-21,Nexus,EUI,72,48,TRUE
ACSPA-2683,Done,,P2,Jan-22,Web,Sep-21,NX - Admin,Sep-21,Nexus,EUI,72,144,FALSE
INSIGHT-4231,Done,,P2,Jan-22,Web,Sep-21,CS - Data Delivery,Sep-21,Enterprise,EUI,72,192,FALSE
ALEX-42094,Fixed,,P2,Jan-22,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,EUI,72,48,TRUE
ALEX-42155,By Design,,P2,Jan-22,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,EUI,72,72,TRUE
ACSPA-2674,Done,,P2,Jan-22,Web,Sep-21,NX - Admin,Sep-21,Nexus,EUI,72,96,FALSE
ACSPA-2660,Done,,P3,Jan-22,Web,Sep-21,NX - Admin,Sep-21,Nexus,EUI,360,0,TRUE
ALEX-42058,Cannot Reproduce,,P2,Jan-22,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,EUI,72,192,FALSE
ALEX-42081,User Error,,P2,Jan-22,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,EUI,72,48,TRUE
ACSADMIN-2391,Duplicate,,P3,Jan-22,iOS,Sep-21,NX - Admin,Sep-21,Nexus,EUI,360,0,TRUE
ALEX-42006,Won't Fix,,P2,Jan-22,Web,Sep-21,CR - Docs Core,Sep-21,Construction Records,EUI,72,432,FALSE
ASSETS-4258,Fixed,Assets,P2,Oct-21,iOS,Oct-21,LM - Asset Lifecycle,Aug-21,Lifecycle,EUI,72,840,FALSE
SCCOM-10931,Fixed,,P3,Oct-21,Android,Oct-21,CS - Common Services,Oct-21,Common Services,EUI,360,336,TRUE
SCPJM-13177,Done,,P3,Oct-21,Web,Oct-21,PC - Project Management,Sep-21,Project Controls,EUI,360,648,FALSE
BIMR-7499,Done,,P2,Oct-21,,Oct-21,CS - Data Delivery,Oct-21,Enterprise,EUI,72,72,TRUE
ASMBL-5207,Fixed,,P3,Oct-21,Web,Oct-21,WBP - Work Planning & Model Conditioning,Oct-21,Work Breakdown & Planning,EUI,360,336,TRUE
SCPJM-13163,Done,,P3,Oct-21,Web,Oct-21,PC - Project Management,Sep-21,Project Controls,EUI,360,336,TRUE
ALEX-42158,Fixed,,P3,Oct-21,Web,Oct-21,CR - Docs Workflows,Sep-21,Construction Records,EUI,360,288,TRUE
SVN-4088,Fixed,Photos,P2,Oct-21,Web,Oct-21,FC - Field Progress,Oct-21,Field Collaboration,EUI,72,24,TRUE
SCCOM-11112,Done,,P2,Oct-21,Web,Oct-21,CS - Common Services,Oct-21,Common Services,EUI,72,72,TRUE
ALEX-42170,Fixed,,P2,Oct-21,Web,Oct-21,,Oct-21,Construction Records,EUI,72,144,FALSE
CS-48134,Fixed,,P2,Oct-21,Web,Oct-21,WBP - Classic Products,Oct-21,Work Breakdown & Planning,EUI,72,48,TRUE
SCCOM-10826,Fixed,,P2,Oct-21,iOS,Oct-21,CS - Common Services,Sep-21,Common Services,EUI,72,336,FALSE
SCMP-3770,Fixed,,P2,Oct-21,Android,Oct-21,FR - Frameworks,Oct-21,Enterprise,EUI,72,96,FALSE
ALEX-42369,Fixed,,P2,Oct-21,Web,Oct-21,CR - Docs Workflows,Oct-21,Construction Records,EUI,72,48,TRUE
BBONC-3172,Done,,P2,Oct-21,Web,Oct-21,BR - Bidding,Oct-21,Bidding & Risk,EUI,72,72,TRUE
ALEX-42217,Fixed,,P2,Oct-21,Web,Oct-21,CR - Docs Core,Oct-21,Construction Records,EUI,72,96,FALSE
BLMV-6212,Fixed,,P2,Oct-21,Web,Oct-21,CR - Record Consumption,Sep-21,Construction Records,EUI,72,72,TRUE
CS-48086,Fixed,,P2,Oct-21,Web,Oct-21,WBP - Classic Products,Oct-21,Work Breakdown & Planning,EUI,72,48,TRUE
SCMP-3730,Cannot Reproduce,,P2,Oct-21,iOS,Oct-21,FR - Frameworks,Sep-21,Frameworks,EUI,72,360,FALSE
INSIGHT-4331,Not a Bug,,P3,Oct-21,Web,Oct-21,CS - Data Delivery,Oct-21,Enterprise,EUI,360,72,TRUE
ASMBL-5237,Fixed,,P2,Oct-21,Web,Oct-21,WBP - Work Planning & Model Conditioning,Oct-21,Work Breakdown & Planning,EUI,72,48,TRUE
CS-47977,Fixed,,P2,Oct-21,Web,Oct-21,WBP - Classic Products,Oct-21,Work Breakdown & Planning,EUI,72,72,TRUE
FLUENT-6393,Fixed,,P3,Oct-21,Web,Oct-21,B4C - Collaborate,Oct-21,BIM for Construction,EUI,360,144,TRUE
BBONC-3171,Done,,P2,Oct-21,Web,Oct-21,BR - Bidding,Oct-21,Bidding & Risk,EUI,72,24,TRUE
FORMS-9031,Fixed,Forms,P3,Oct-21,Web,Oct-21,FC - Field Forms,Sep-21,Field Collaboration,EUI,360,384,FALSE
ALEX-42117,Fixed,,P3,Oct-21,Web,Oct-21,CR - Docs Workflows,Sep-21,Construction Records,EUI,360,312,TRUE
NGF-3364,Fixed,,P2,Oct-21,Web,Oct-21,FC - Field Forms,Sep-21,Field Collaboration,EUI,72,528,FALSE
ASMBL-5187,Fixed,,P2,Oct-21,,Oct-21,WBP - Work Planning & Model Conditioning,Oct-21,Work Breakdown & Planning,EUI,72,120,FALSE
ALEX-42240,Fixed,,P2,Oct-21,Web,Oct-21,CR - Docs Workflows,Oct-21,Construction Records,EUI,72,192,FALSE
BLT-3588,Done,,P3,Oct-21,Web,Oct-21,BR - RiskNet,Sep-21,Bidding & Risk,EUI,360,192,TRUE
ACSD-11673,Fixed,,P3,Oct-21,Web,Oct-21,CR - Docs Core,Oct-21,Construction Records,EUI,360,24,TRUE
RISKONCALL-1623,Done,,P2,Oct-21,Web,Oct-21,BR - RiskNet,Oct-21,Bidding & Risk,EUI,72,48,TRUE
SVN-4047,Fixed,Photos,P2,Oct-21,"iOS,Backend",Oct-21,FC - Field Progress,Oct-21,Field Collaboration,EUI,72,96,FALSE
SVN-4020,Fixed,Photos,P2,Oct-21,Web,Oct-21,FC - Field Progress,Oct-21,Field Collaboration,EUI,72,384,FALSE
SCPJM-13331,Done,Issues,P3,Oct-21,Web,Oct-21,PC - Project Management,Sep-21,Project Controls,EUI,360,504,FALSE
ALEX-42216,Fixed,,P3,Oct-21,Web,Oct-21,CR - Docs Core,Oct-21,Construction Records,EUI,360,120,TRUE
SCCOM-11110,Duplicate,,P2,Oct-21,Web,Oct-21,CS - Common Services,Oct-21,Common Services,EUI,72,96,FALSE
BIMCAS-14166,Fixed,,P3,Oct-21,Web,Oct-21,B4C - Coordinate,Sep-21,BIM for Construction,EUI,360,96,TRUE
CS-47976,By Design,,P3,Oct-21,Web,Oct-21,WBP - Classic Products,Oct-21,Work Breakdown & Planning,EUI,360,120,TRUE
SCCOM-10873,Fixed,,P2,Oct-21,Web,Oct-21,CS - Common Services,Sep-21,Common Services,EUI,72,48,TRUE
RISKONCALL-1624,Done,,P2,Oct-21,Web,Oct-21,BR - RiskNet,Oct-21,Bidding & Risk,EUI,72,48,TRUE
NW-57235,Cannot Reproduce,,P1,Oct-21,,Oct-21,B4C - Coordinate,Sep-21,BIM for Construction,EUI,6,678,FALSE
ASSETS-4421,Converted to Story,Assets,P3,Oct-21,Web,Oct-21,LM - Asset Lifecycle,Oct-21,Lifecycle,EUI,360,240,TRUE
ASMBL-5235,Fixed,,P2,Oct-21,iOS,Oct-21,WBP - Work Planning & Model Conditioning,Oct-21,Work Breakdown & Planning,EUI,72,48,TRUE
SCCOM-10889,Fixed,,P3,Oct-21,"iOS,Android",Oct-21,CS - Common Services,Sep-21,Common Services,EUI,360,336,TRUE
BIMCAS-14161,Fixed,,P3,Oct-21,Web,Oct-21,B4C - Coordinate,Sep-21,BIM for Construction,EUI,360,336,TRUE
MBIM-12126,Fixed,,P2,Oct-21,iOS,Oct-21,FR - Product Experience,Sep-21,Frameworks,EUI,72,216,FALSE
SCCOM-11038,Fixed,,P2,Oct-21,iOS,Oct-21,CS - Common Services,Oct-21,Common Services,EUI,72,240,FALSE
FLUENT-6366,Fixed,,P2,Oct-21,Web,Oct-21,B4C - Collaborate,Sep-21,BIM for Construction,EUI,72,120,FALSE
BLMV-6225,Fixed,,P2,Oct-21,Web,Oct-21,CR - Record Consumption,Sep-21,Construction Records,EUI,72,48,TRUE
BIMCAS-14221,Fixed,,P2,Oct-21,Windows,Oct-21,B4C - Coordinate,Oct-21,BIM for Construction,EUI,72,72,TRUE
PCN-2061,Done,,P2,Oct-21,Web,Oct-21,PY - Closeout,Oct-21,Pype,EUI,72,192,FALSE
NGF-3508,Fixed,,P2,Nov-21,Web,Oct-21,FC - Field Forms,Oct-21,Field Collaboration,EUI,72,96,FALSE
BUIS-2368,Fixed,Issues,P3,Nov-21,iOS,Oct-21,FC - Field Progress,Oct-21,Field Collaboration,EUI,360,72,TRUE
SVN-4046,Fixed,Photos,P3,Nov-21,iOS,Oct-21,FC - Field Progress,Oct-21,Field Collaboration,EUI,360,72,TRUE
NGF-3218,Fixed,,P3,Nov-21,Web,Oct-21,FC - Field Forms,Aug-21,Field Collaboration,EUI,360,1800,FALSE
ASMBL-5156,Fixed,,P3,Nov-21,Web,Oct-21,WBP - Work Planning & Model Conditioning,Sep-21,Work Breakdown & Planning,EUI,360,432,FALSE
BUIS-2300,Fixed,Issues,P2,Nov-21,Windows,Oct-21,FC - Field Progress,Sep-21,Field Collaboration,EUI,72,336,FALSE
NGF-3404,Fixed,Assets,P2,Nov-21,Web,Oct-21,FC - Field Forms,Sep-21,Field Collaboration,EUI,72,216,FALSE
BLMV-6300,Fixed,,P3,Nov-21,iOS,Oct-21,CR - Record Consumption,Oct-21,Construction Records,EUI,360,96,TRUE
BIMCAS-14262,Fixed,,P2,Nov-21,Web,Oct-21,B4C - Coordinate,Oct-21,BIM for Construction,EUI,72,336,FALSE
ALEX-42312,Fixed,,P2,Nov-21,Web,Oct-21,CR - Docs Core,Oct-21,Construction Records,EUI,72,72,TRUE
ASMBL-5307,More Specific Information,,P2,Nov-21,Web,Oct-21,WBP - Work Planning & Model Conditioning,Oct-21,Work Breakdown & Planning,EUI,72,144,FALSE
BIMCAS-14202,Fixed,,P2,Nov-21,Web,Oct-21,,Oct-21,BIM for Construction,EUI,72,216,FALSE
NGF-3304,Fixed,,P3,Nov-21,iOS,Oct-21,FC - Field Forms,Sep-21,Field Collaboration,EUI,360,1008,FALSE
NET-3533,Fixed,,P3,Nov-21,Web,Oct-21,BR - RiskNet,Oct-21,Bidding & Risk,EUI,360,360,TRUE
